-2.9399,0
-2.9965,0.0039063
-3.0534,0.0078125
-3.1104,0.011719
-3.1675,0.015625
-3.2247,0.019531
-3.2819,0.023438
-3.3391,0.027344
4.6037,0.03125
4.5465,0.035156
4.4895,0.039063
4.4325,0.042969
4.3758,0.046875
4.3192,0.050781
4.2628,0.054688
4.2067,0.058594
4.1509,0.0625
4.0953,0.066406
4.04,0.070313
3.9851,0.074219
3.9306,0.078125
-4.1237,0.082031
-4.1775,0.085938
-4.2309,0.089844
3.7161,0.09375
3.6636,0.097656
3.6115,0.10156
3.5598,0.10547
3.5087,0.10938
3.4581,0.11328
3.408,0.11719
3.3584,0.12109
3.3094,0.125
3.2609,0.12891
3.213,0.13281
3.1657,0.13672
3.119,0.14063
3.0728,0.14453
-4.9728,0.14844
-5.0178,0.15234
-5.0621,0.15625
2.8941,0.16016
2.8509,0.16406
2.8084,0.16797
2.7665,0.17188
2.7252,0.17578
2.6845,0.17969
2.6445,0.18359
2.6052,0.1875
2.5664,0.19141
2.5284,0.19531
2.4909,0.19922
2.4541,0.20313
2.418,0.20703
2.3825,0.21094
-5.6524,0.21484
-5.6866,0.21875
-5.7202,0.22266
2.2468,0.22656
2.2144,0.23047
2.1827,0.23438
2.1516,0.23828
2.1211,0.24219
2.0913,0.24609
2.0621,0.25
2.0335,0.25391
2.0055,0.25781
1.9781,0.26172
1.9514,0.26563
1.9252,0.26953
1.8996,0.27344
1.8746,0.27734
-6.1498,0.28125
-6.1736,0.28516
-6.1969,0.28906
1.7804,0.29297
1.7582,0.29688
1.7366,0.30078
1.7155,0.30469
1.695,0.30859
1.675,0.3125
1.6556,0.31641
1.6367,0.32031
1.6183,0.32422
1.6004,0.32813
1.583,0.33203
1.5661,0.33594
1.5498,0.33984
1.5338,0.34375
-6.4816,0.34766
-6.4966,0.35156
-6.5111,0.35547
1.4748,0.35938
1.4612,0.36328
1.448,0.36719
1.4352,0.37109
1.4229,0.375
1.4109,0.37891
1.3994,0.38281
1.3883,0.38672
1.3776,0.39063
1.3673,0.39453
1.3574,0.39844
1.3479,0.40234
1.3387,0.40625
-6.6701,0.41016
-6.6786,0.41406
-6.6867,0.41797
1.3055,0.42188
1.2981,0.42578
1.2909,0.42969
1.2841,0.43359
1.2777,0.4375
1.2715,0.44141
1.2656,0.44531
1.2601,0.44922
1.2548,0.45313
1.2499,0.45703
1.2452,0.46094
1.2408,0.46484
1.2367,0.46875
1.2328,0.47266
-6.7708,0.47656
-6.7742,0.48047
-6.7773,0.48438
1.2198,0.48828
1.2171,0.49219
1.2147,0.49609
1.2125,0.5
1.2105,0.50391
1.2087,0.50781
1.2071,0.51172
1.2058,0.51563
1.2046,0.51953
1.2036,0.52344
1.2029,0.52734
1.2023,0.53125
1.2019,0.53516
1.2017,0.53906
-6.7984,0.54297
-6.7983,0.54688
-6.7981,0.55078
1.2023,0.55469
1.2029,0.55859
1.2035,0.5625
1.2044,0.56641
1.2053,0.57031
1.2064,0.57422
1.2077,0.57813
1.2091,0.58203
1.2106,0.58594
1.2122,0.58984
1.2139,0.59375
1.2158,0.59766
1.2178,0.60156
1.2199,0.60547
-6.7779,0.60938
-6.7757,0.61328
-6.7733,0.61719
1.2291,0.62109
1.2317,0.625
1.2343,0.62891
1.237,0.63281
1.2398,0.63672
1.2426,0.64063
1.2456,0.64453
1.2486,0.64844
1.2517,0.65234
1.2549,0.65625
1.2581,0.66016
1.2614,0.66406
1.2648,0.66797
1.2682,0.67188
-6.7283,0.67578
-6.7248,0.67969
-6.7212,0.68359
1.2824,0.6875
1.2861,0.69141
1.2898,0.69531
1.2935,0.69922
1.2973,0.70313
1.3011,0.70703
1.305,0.71094
1.3089,0.71484
1.3129,0.71875
1.3169,0.72266
1.3209,0.72656
1.325,0.73047
1.3291,0.73438
1.3332,0.73828
-6.6627,0.74219
-6.6585,0.74609
-6.6544,0.75
1.3498,0.75391
1.354,0.75781
1.3582,0.76172
1.3624,0.76563
1.3667,0.76953
1.3709,0.77344
1.3752,0.77734
1.3795,0.78125
1.3838,0.78516
1.3881,0.78906
1.3924,0.79297
1.3968,0.79688
1.4011,0.80078
1.4054,0.80469
-6.5902,0.80859
-6.5859,0.8125
-6.5816,0.81641
1.4227,0.82031
1.427,0.82422
1.4313,0.82813
1.4356,0.83203
1.4399,0.83594
1.4442,0.83984
1.4484,0.84375
1.4527,0.84766
1.4569,0.85156
1.4612,0.85547
1.4654,0.85938
1.4696,0.86328
1.4738,0.86719
1.478,0.87109
-6.5178,0.875
-6.5137,0.87891
-6.5096,0.88281
1.4944,0.88672
1.4985,0.89063
1.5025,0.89453
1.5064,0.89844
1.5104,0.90234
1.5143,0.90625
1.5181,0.91016
1.522,0.91406
1.5258,0.91797
1.5296,0.92188
1.5333,0.92578
1.537,0.92969
1.5406,0.93359
1.5442,0.9375
-6.4523,0.94141
-6.4488,0.94531
-6.4454,0.94922
1.558,0.95313
1.5612,0.95703
1.5645,0.96094
1.5676,0.96484
1.5707,0.96875
1.5737,0.97266
1.5767,0.97656
1.5796,0.98047
1.5824,0.98438
1.5851,0.98828
1.5878,0.99219
1.5903,0.99609
1.5928,1
-6.4048,1.0039
-6.4025,1.0078
-6.4003,1.0117
-6.3982,1.0156
1.6038,1.0195
1.6057,1.0234
1.6075,1.0273
1.6092,1.0313
1.6108,1.0352
1.6123,1.0391
1.6137,1.043
1.615,1.0469
1.6162,1.0508
1.6174,1.0547
1.6184,1.0586
1.6193,1.0625
1.6201,1.0664
-6.3792,1.0703
-6.3786,1.0742
-6.3781,1.0781
-6.3777,1.082
1.6226,1.0859
1.6227,1.0898
1.6228,1.0938
1.6227,1.0977
1.6226,1.1016
1.6224,1.1055
1.622,1.1094
1.6216,1.1133
1.6211,1.1172
1.6205,1.1211
1.6198,1.125
1.619,1.1289
1.6182,1.1328
-6.3828,1.1367
-6.3839,1.1406
-6.385,1.1445
-6.3863,1.1484
1.6124,1.1523
1.6109,1.1563
1.6094,1.1602
1.6078,1.1641
1.6062,1.168
1.6044,1.1719
1.6026,1.1758
1.6008,1.1797
1.5989,1.1836
1.5969,1.1875
1.5949,1.1914
1.5928,1.1953
1.5907,1.1992
-6.4115,1.2031
-6.4137,1.207
-6.416,1.2109
1.5817,1.2148
1.5793,1.2188
1.5769,1.2227
1.5744,1.2266
1.5719,1.2305
1.5694,1.2344
1.5669,1.2383
1.5643,1.2422
1.5618,1.2461
1.5592,1.25
1.5566,1.2539
1.5539,1.2578
1.5513,1.2617
1.5486,1.2656
-6.4541,1.2695
-6.4568,1.2734
-6.4595,1.2773
1.5377,1.2813
1.535,1.2852
1.5322,1.2891
1.5294,1.293
1.5267,1.2969
1.5239,1.3008
1.5211,1.3047
1.5183,1.3086
1.5156,1.3125
1.5128,1.3164
1.51,1.3203
1.5073,1.3242
1.5045,1.3281
1.5018,1.332
-6.501,1.3359
-6.5037,1.3398
-6.5065,1.3438
1.4907,1.3477
1.488,1.3516
1.4852,1.3555
1.4825,1.3594
1.4798,1.3633
1.4771,1.3672
1.4744,1.3711
1.4717,1.375
1.469,1.3789
1.4664,1.3828
1.4638,1.3867
1.4611,1.3906
1.4585,1.3945
1.456,1.3984
-6.5466,1.4023
-6.5492,1.4063
-6.5517,1.4102
1.4457,1.4141
1.4432,1.418
1.4406,1.4219
1.4381,1.4258
1.4356,1.4297
1.4332,1.4336
1.4307,1.4375
1.4283,1.4414
1.4259,1.4453
1.4235,1.4492
1.4212,1.4531
1.4189,1.457
1.4165,1.4609
1.4143,1.4648
-6.588,1.4688
-6.5903,1.4727
-6.5925,1.4766
1.4052,1.4805
1.403,1.4844
1.4008,1.4883
1.3986,1.4922
1.3965,1.4961
1.3944,1.5
1.3923,1.5039
1.3902,1.5078
1.3882,1.5117
1.3861,1.5156
1.3842,1.5195
1.3822,1.5234
1.3803,1.5273
1.3784,1.5313
-6.6235,1.5352
-6.6254,1.5391
-6.6272,1.543
1.3709,1.5469
1.3691,1.5508
1.3673,1.5547
1.3656,1.5586
1.3639,1.5625
1.3622,1.5664
1.3605,1.5703
1.3589,1.5742
1.3573,1.5781
1.3557,1.582
1.3542,1.5859
1.3528,1.5898
1.3513,1.5938
1.3499,1.5977
-6.6515,1.6016
-6.6528,1.6055
-6.6542,1.6094
1.3445,1.6133
1.3433,1.6172
1.342,1.6211
1.3408,1.625
1.3397,1.6289
1.3386,1.6328
1.3375,1.6367
1.3365,1.6406
1.3355,1.6445
1.3346,1.6484
1.3337,1.6523
1.3329,1.6563
1.3321,1.6602
1.3314,1.6641
-6.6693,1.668
-6.6699,1.6719
-6.6705,1.6758
1.329,1.6797
1.3285,1.6836
1.328,1.6875
1.3276,1.6914
1.3273,1.6953
1.327,1.6992
1.3268,1.7031
1.3267,1.707
1.3266,1.7109
1.3266,1.7148
1.3267,1.7188
1.3268,1.7227
1.3271,1.7266
-6.6727,1.7305
-6.6723,1.7344
-6.6719,1.7383
-6.6714,1.7422
1.3292,1.7461
1.3299,1.75
1.3306,1.7539
1.3315,1.7578
1.3324,1.7617
1.3335,1.7656
1.3347,1.7695
1.336,1.7734
1.3375,1.7773
1.3391,1.7813
1.3408,1.7852
1.3427,1.7891
1.3447,1.793
-6.6532,1.7969
-6.6509,1.8008
-6.6484,1.8047
-6.6458,1.8086
1.357,1.8125
1.36,1.8164
1.3632,1.8203
1.3665,1.8242
1.3701,1.8281
1.3739,1.832
1.378,1.8359
1.3822,1.8398
1.3868,1.8438
1.3915,1.8477
1.3966,1.8516
1.4019,1.8555
1.4075,1.8594
-6.5867,1.8633
-6.5805,1.8672
-6.574,1.8711
1.4327,1.875
1.4398,1.8789
1.4472,1.8828
1.4549,1.8867
1.463,1.8906
1.4714,1.8945
1.4803,1.8984
1.4895,1.9023
1.499,1.9063
1.509,1.9102
1.5194,1.9141
1.5302,1.918
1.5414,1.9219
1.553,1.9258
-6.435,1.9297
-6.4225,1.9336
-6.4096,1.9375
1.6038,1.9414
1.6176,1.9453
1.6319,1.9492
1.6467,1.9531
1.662,1.957
1.6777,1.9609
1.694,1.9648
1.7108,1.9688
1.7281,1.9727
1.746,1.9766
1.7644,1.9805
1.7833,1.9844
1.8028,1.9883
1.8228,1.9922
-6.1566,1.9961
-6.1355,2
-6.1138,2.0039
1.9085,2.0078
1.9314,2.0117
1.9548,2.0156
1.9789,2.0195
2.0036,2.0234
2.0288,2.0273
2.0547,2.0313
2.0812,2.0352
2.1084,2.0391
2.1362,2.043
2.1646,2.0469
2.1936,2.0508
2.2233,2.0547
2.2536,2.0586
-5.7154,2.0625
-5.6838,2.0664
-5.6515,2.0703
2.3814,2.0742
2.4149,2.0781
2.4491,2.082
2.484,2.0859
2.5195,2.0898
2.5557,2.0938
2.5926,2.0977
2.6301,2.1016
2.6683,2.1055
2.7071,2.1094
2.7466,2.1133
2.7867,2.1172
2.8275,2.1211
2.869,2.125
-5.089,2.1289
-5.0463,2.1328
-5.0029,2.1367
3.041,2.1406
3.0856,2.1445
3.1307,2.1484
3.1765,2.1523
3.2229,2.1563
3.2698,2.1602
3.3174,2.1641
3.3655,2.168
3.4142,2.1719
3.4635,2.1758
3.5133,2.1797
3.5636,2.1836
3.6144,2.1875
3.6657,2.1914
-4.2825,2.1953
-4.2302,2.1992
-4.1775,2.2031
3.8756,2.207
3.9291,2.2109
3.9831,2.2148
4.0374,2.2188
4.092,2.2227
4.147,2.2266
4.2023,2.2305
4.2579,2.2344
4.3137,2.2383
4.3698,2.2422
4.4261,2.2461
4.4825,2.25
4.5392,2.2539
4.5959,2.2578
-3.3473,2.2617
-3.2905,2.2656
-3.2336,2.2695
-3.1768,2.2734
-3.12,2.2773
-3.0633,2.2813
-3.0067,2.2852
-2.9503,2.2891
-2.8941,2.293
-2.8381,2.2969
-2.7822,2.3008
-2.7267,2.3047
-2.6714,2.3086
-2.6165,2.3125
-2.5618,2.3164
-2.5076,2.3203
-2.4536,2.3242
-2.4001,2.3281
-2.347,2.332
-2.2943,2.3359
-2.242,2.3398
-2.1902,2.3438
-2.1388,2.3477
-2.088,2.3516
-2.0376,2.3555
-1.9878,2.3594
-1.9385,2.3633
-1.8897,2.3672
-1.8414,2.3711
-1.7937,2.375
-1.7466,2.3789
-1.7001,2.3828
-1.6541,2.3867
-1.6087,2.3906
-1.5639,2.3945
-1.5198,2.3984
-1.4762,2.4023
-1.4332,2.4063
-1.3909,2.4102
-1.3492,2.4141
-1.3081,2.418
-1.2676,2.4219
-1.2278,2.4258
-1.1885,2.4297
-1.15,2.4336
-1.112,2.4375
-1.0747,2.4414
-1.0381,2.4453
-1.002,2.4492
-0.96664,2.4531
-0.93188,2.457
-0.89775,2.4609
-0.86426,2.4648
-0.8314,2.4688
-0.79916,2.4727
-0.76756,2.4766
-0.73657,2.4805
-0.70621,2.4844
-0.67647,2.4883
-0.64734,2.4922
-0.61882,2.4961
-0.5909,2.5
-0.56359,2.5039
-0.53688,2.5078
-0.51076,2.5117
-0.48523,2.5156
-0.46028,2.5195
-0.43591,2.5234
-0.41212,2.5273
-0.38889,2.5313
-0.36623,2.5352
-0.34412,2.5391
-0.32256,2.543
-0.30154,2.5469
-0.28107,2.5508
-0.26112,2.5547
-0.24171,2.5586
-0.22281,2.5625
-0.20442,2.5664
-0.18654,2.5703
-0.16916,2.5742
-0.15228,2.5781
-0.13588,2.582
-0.11995,2.5859
-0.1045,2.5898
-0.089518,2.5938
-0.074991,2.5977
-0.060916,2.6016
-0.047285,2.6055
-0.03409,2.6094
-0.021326,2.6133
-0.0089846,2.6172
0.0029412,2.6211
0.014458,2.625
0.025574,2.6289
0.036296,2.6328
0.04663,2.6367
0.056584,2.6406
0.066165,2.6445
0.075379,2.6484
0.084235,2.6523
0.092739,2.6563
0.1009,2.6602
0.10872,2.6641
0.11621,2.668
0.12337,2.6719
0.13022,2.6758
0.13676,2.6797
0.14299,2.6836
0.14893,2.6875
0.15457,2.6914
0.15993,2.6953
0.16502,2.6992
0.16983,2.7031
0.17438,2.707
0.17867,2.7109
0.1827,2.7148
0.1865,2.7188
0.19005,2.7227
0.19336,2.7266
0.19645,2.7305
0.19932,2.7344
0.20198,2.7383
0.20442,2.7422
0.20666,2.7461
0.2087,2.75
0.21054,2.7539
0.2122,2.7578
0.21368,2.7617
0.21498,2.7656
0.21611,2.7695
0.21707,2.7734
0.21787,2.7773
0.21851,2.7813
0.21901,2.7852
0.21935,2.7891
0.21956,2.793
0.21962,2.7969
0.21956,2.8008
0.21937,2.8047
0.21905,2.8086
0.21862,2.8125
0.21807,2.8164
0.21741,2.8203
0.21664,2.8242
0.21578,2.8281
0.21481,2.832
0.21375,2.8359
0.2126,2.8398
0.21136,2.8438
0.21004,2.8477
0.20865,2.8516
0.20717,2.8555
0.20562,2.8594
0.20401,2.8633
0.20233,2.8672
0.20058,2.8711
0.19878,2.875
0.19692,2.8789
0.19501,2.8828
0.19305,2.8867
0.19104,2.8906
0.18898,2.8945
0.18689,2.8984
0.18475,2.9023
0.18258,2.9063
0.18038,2.9102
0.17814,2.9141
0.17587,2.918
0.17358,2.9219
0.17127,2.9258
0.16893,2.9297
0.16657,2.9336
0.16419,2.9375
0.1618,2.9414
0.15939,2.9453
0.15697,2.9492
0.15454,2.9531
0.1521,2.957
0.14966,2.9609
0.14721,2.9648
0.14476,2.9688
0.1423,2.9727
0.13985,2.9766
0.13739,2.9805
0.13494,2.9844
0.13249,2.9883
0.13005,2.9922
0.12761,2.9961
0.12518,3
0.12277,3.0039
0.12036,3.0078
0.11796,3.0117
0.11557,3.0156
0.1132,3.0195
0.11084,3.0234
0.1085,3.0273
0.10617,3.0313
0.10386,3.0352
0.10156,3.0391
0.09929,3.043
0.097034,3.0469
0.094797,3.0508
0.092581,3.0547
0.090387,3.0586
0.088213,3.0625
0.086062,3.0664
0.083934,3.0703
0.081829,3.0742
0.079747,3.0781
0.077689,3.082
0.075656,3.0859
0.073648,3.0898
0.071665,3.0938
0.069707,3.0977
0.067776,3.1016
0.06587,3.1055
0.06399,3.1094
0.062137,3.1133
0.060311,3.1172
0.058512,3.1211
0.05674,3.125
0.054994,3.1289
0.053276,3.1328
0.051586,3.1367
0.049923,3.1406
0.048287,3.1445
0.046679,3.1484
0.045098,3.1523
0.043545,3.1563
0.04202,3.1602
0.040522,3.1641
0.039051,3.168
0.037608,3.1719
0.036192,3.1758
0.034803,3.1797
0.033441,3.1836
0.032106,3.1875
0.030798,3.1914
0.029517,3.1953
0.028262,3.1992
0.027034,3.2031
0.025832,3.207
0.024656,3.2109
0.023506,3.2148
0.022381,3.2188
0.021282,3.2227
0.020208,3.2266
0.019159,3.2305
0.018135,3.2344
0.017135,3.2383
0.016159,3.2422
0.015208,3.2461
0.01428,3.25
0.013376,3.2539
0.012495,3.2578
0.011636,3.2617
0.010801,3.2656
0.0099878,3.2695
0.0091967,3.2734
0.0084275,3.2773
0.0076797,3.2813
0.0069532,3.2852
0.0062475,3.2891
0.0055625,3.293
0.0048977,3.2969
0.004253,3.3008
0.0036279,3.3047
0.0030222,3.3086
0.0024355,3.3125
0.0018676,3.3164
0.0013181,3.3203
0.00078675,3.3242
0.00027319,3.3281
-0.00022288,3.332
-0.00070178,3.3359
-0.0011638,3.3398
-0.0016093,3.3438
-0.0020386,3.3477
-0.0024519,3.3516
-0.0028497,3.3555
-0.0032322,3.3594
-0.0035996,3.3633
-0.0039525,3.3672
-0.0042909,3.3711
-0.0046153,3.375
-0.004926,3.3789
-0.0052232,3.3828
-0.0055073,3.3867
-0.0057785,3.3906
-0.0060372,3.3945
-0.0062836,3.3984
-0.0065181,3.4023
-0.0067409,3.4063
-0.0069524,3.4102
-0.0071528,3.4141
-0.0073423,3.418
-0.0075214,3.4219
-0.0076902,3.4258
-0.0078491,3.4297
-0.0079982,3.4336
-0.008138,3.4375
-0.0082686,3.4414
-0.0083903,3.4453
-0.0085034,3.4492
-0.0086081,3.4531
-0.0087047,3.457
-0.0087934,3.4609
-0.0088746,3.4648
-0.0089484,3.4688
-0.0090151,3.4727
-0.0090748,3.4766
-0.009128,3.4805
-0.0091747,3.4844
-0.0092153,3.4883
-0.0092499,3.4922
-0.0092788,3.4961
-0.0093022,3.5
-0.0093203,3.5039
-0.0093333,3.5078
-0.0093414,3.5117
-0.0093449,3.5156
-0.0093439,3.5195
-0.0093387,3.5234
-0.0093294,3.5273
-0.0093162,3.5313
-0.0092994,3.5352
-0.0092791,3.5391
-0.0092554,3.543
-0.0092286,3.5469
-0.0091989,3.5508
-0.0091663,3.5547
-0.0091312,3.5586
-0.0090936,3.5625
-0.0090537,3.5664
-0.0090117,3.5703
-0.0089678,3.5742
-0.008922,3.5781
-0.0088745,3.582
-0.0088256,3.5859
-0.0087752,3.5898
-0.0087236,3.5938
-0.0086709,3.5977
-0.0086172,3.6016
-0.0085628,3.6055
-0.0085075,3.6094
-0.0084517,3.6133
-0.0083955,3.6172
-0.0083389,3.6211
-0.008282,3.625
-0.0082251,3.6289
-0.0081681,3.6328
-0.0081112,3.6367
-0.0080545,3.6406
-0.0079982,3.6445
-0.0079422,3.6484
-0.0078867,3.6523
-0.0078318,3.6563
-0.0077775,3.6602
-0.007724,3.6641
-0.0076714,3.668
-0.0076196,3.6719
-0.0075689,3.6758
-0.0075192,3.6797
-0.0074707,3.6836
-0.0074234,3.6875
-0.0073773,3.6914
-0.0073326,3.6953
-0.0072893,3.6992
-0.0072475,3.7031
-0.0072071,3.707
-0.0071684,3.7109
-0.0071312,3.7148
-0.0070957,3.7188
-0.007062,3.7227
-0.0070299,3.7266
-0.0069997,3.7305
-0.0069713,3.7344
-0.0069448,3.7383
-0.0069202,3.7422
-0.0068975,3.7461
-0.0068767,3.75
-0.0068579,3.7539
-0.0068412,3.7578
-0.0068264,3.7617
-0.0068137,3.7656
-0.0068031,3.7695
-0.0067945,3.7734
-0.006788,3.7773
-0.0067836,3.7813
-0.0067812,3.7852
-0.006781,3.7891
-0.0067829,3.793
-0.0067868,3.7969
-0.0067928,3.8008
-0.0068009,3.8047
-0.0068111,3.8086
-0.0068233,3.8125
-0.0068376,3.8164
-0.0068539,3.8203
-0.0068722,3.8242
-0.0068925,3.8281
-0.0069147,3.832
-0.0069389,3.8359
-0.006965,3.8398
-0.0069929,3.8438
-0.0070227,3.8477
-0.0070542,3.8516
-0.0070876,3.8555
-0.0071226,3.8594
-0.0071593,3.8633
-0.0071976,3.8672
-0.0072375,3.8711
-0.007279,3.875
-0.0073219,3.8789
-0.0073661,3.8828
-0.0074118,3.8867
-0.0074587,3.8906
-0.0075068,3.8945
-0.0075561,3.8984
-0.0076065,3.9023
-0.0076578,3.9063
-0.0077101,3.9102
-0.0077633,3.9141
-0.0078172,3.918
-0.0078717,3.9219
-0.0079269,3.9258
-0.0079825,3.9297
-0.0080386,3.9336
-0.008095,3.9375
-0.0081516,3.9414
-0.0082082,3.9453
-0.0082649,3.9492
-0.0083215,3.9531
-0.0083779,3.957
-0.0084339,3.9609
-0.0084894,3.9648
-0.0085444,3.9688
-0.0085987,3.9727
-0.0086522,3.9766
-0.0087047,3.9805
-0.0087561,3.9844
-0.0088063,3.9883
-0.0088552,3.9922
-0.0089025,3.9961
-0.0089482,4
-0.0089921,4.0039
-0.009034,4.0078
-0.0090738,4.0117
-0.0091114,4.0156
-0.0091465,4.0195
-0.009179,4.0234
-0.0092088,4.0273
-0.0092356,4.0313
-0.0092593,4.0352
-0.0092797,4.0391
-0.0092967,4.043
-0.0093099,4.0469
-0.0093194,4.0508
-0.0093248,4.0547
-0.0093259,4.0586
-0.0093227,4.0625
-0.0093148,4.0664
-0.009302,4.0703
-0.0092842,4.0742
-0.0092611,4.0781
-0.0092326,4.082
-0.0091983,4.0859
-0.0091581,4.0898
-0.0091118,4.0938
-0.0090591,4.0977
-0.0089998,4.1016
-0.0089336,4.1055
-0.0088604,4.1094
-0.0087798,4.1133
-0.0086916,4.1172
-0.0085956,4.1211
-0.0084916,4.125
-0.0083792,4.1289
-0.0082582,4.1328
-0.0081284,4.1367
-0.0079895,4.1406
-0.0078411,4.1445
-0.0076832,4.1484
-0.0075153,4.1523
-0.0073372,4.1563
-0.0071486,4.1602
-0.0069492,4.1641
-0.0067388,4.168
-0.0065171,4.1719
-0.0062838,4.1758
-0.0060386,4.1797
-0.0057811,4.1836
-0.0055112,4.1875
-0.0052284,4.1914
-0.0049326,4.1953
-0.0046233,4.1992
-0.0043004,4.2031
-0.0039635,4.207
-0.0036122,4.2109
-0.0032463,4.2148
-0.0028655,4.2188
-0.0024695,4.2227
-0.0020579,4.2266
-0.0016304,4.2305
-0.0011868,4.2344
-0.00072666,4.2383
-0.00024973,4.2422
0.00024432,4.2461
0.0007558,4.25
0.001285,4.2539
0.0018323,4.2578
0.002398,4.2617
0.0029824,4.2656
0.0035857,4.2695
0.0042084,4.2734
0.0048507,4.2773
0.0055129,4.2813
0.0061954,4.2852
0.0068984,4.2891
0.0076222,4.293
0.0083672,4.2969
0.0091336,4.3008
0.0099218,4.3047
0.010732,4.3086
0.011564,4.3125
0.01242,4.3164
0.013297,4.3203
0.014199,4.3242
0.015123,4.3281
0.016071,4.332
0.017043,4.3359
0.01804,4.3398
0.019061,4.3438
0.020106,4.3477
0.021176,4.3516
0.022272,4.3555
0.023393,4.3594
0.024539,4.3633
0.025711,4.3672
0.02691,4.3711
0.028134,4.375
0.029384,4.3789
0.030662,4.3828
0.031965,4.3867
0.033296,4.3906
0.034653,4.3945
0.036038,4.3984
0.037449,4.4023
0.038888,4.4063
0.040354,4.4102
0.041848,4.4141
0.043369,4.418
0.044917,4.4219
0.046493,4.4258
0.048096,4.4297
0.049727,4.4336
0.051385,4.4375
0.05307,4.4414
0.054783,4.4453
0.056523,4.4492
0.05829,4.4531
0.060085,4.457
0.061906,4.4609
0.063753,4.4648
0.065627,4.4688
0.067528,4.4727
0.069454,4.4766
0.071406,4.4805
0.073384,4.4844
0.075387,4.4883
0.077414,4.4922
0.079466,4.4961
0.081542,4.5
0.083642,4.5039
0.085765,4.5078
0.08791,4.5117
0.090078,4.5156
0.092267,4.5195
0.094477,4.5234
0.096708,4.5273
0.098958,4.5313
0.10123,4.5352
0.10352,4.5391
0.10582,4.543
0.10814,4.5469
0.11048,4.5508
0.11283,4.5547
0.1152,4.5586
0.11758,4.5625
0.11997,4.5664
0.12238,4.5703
0.12479,4.5742
0.12722,4.5781
0.12965,4.582
0.13208,4.5859
0.13453,4.5898
0.13697,4.5938
0.13942,4.5977
0.14187,4.6016
0.14432,4.6055
0.14677,4.6094
0.14922,4.6133
0.15166,4.6172
0.15409,4.6211
0.15652,4.625
0.15893,4.6289
0.16133,4.6328
0.16372,4.6367
0.1661,4.6406
0.16845,4.6445
0.17079,4.6484
0.1731,4.6523
0.17539,4.6563
0.17765,4.6602
0.17989,4.6641
0.18209,4.668
0.18426,4.6719
0.18639,4.6758
0.18848,4.6797
0.19054,4.6836
0.19255,4.6875
0.19451,4.6914
0.19642,4.6953
0.19828,4.6992
0.20008,4.7031
0.20182,4.707
0.20351,4.7109
0.20512,4.7148
0.20667,4.7188
0.20815,4.7227
0.20955,4.7266
0.21087,4.7305
0.21211,4.7344
0.21326,4.7383
0.21432,4.7422
0.21529,4.7461
0.21617,4.75
0.21694,4.7539
0.2176,4.7578
0.21815,4.7617
0.21859,4.7656
0.21892,4.7695
0.21912,4.7734
0.21919,4.7773
0.21913,4.7813
0.21893,4.7852
0.2186,4.7891
0.21811,4.793
0.21748,4.7969
0.21669,4.8008
0.21574,4.8047
0.21462,4.8086
0.21334,4.8125
0.21187,4.8164
0.21023,4.8203
0.2084,4.8242
0.20637,4.8281
0.20415,4.832
0.20173,4.8359
0.19909,4.8398
0.19624,4.8438
0.19317,4.8477
0.18987,4.8516
0.18634,4.8555
0.18257,4.8594
0.17856,4.8633
0.17429,4.8672
0.16977,4.8711
0.16498,4.875
0.15993,4.8789
0.15459,4.8828
0.14897,4.8867
0.14307,4.8906
0.13687,4.8945
0.13036,4.8984
0.12354,4.9023
0.11641,4.9063
0.10896,4.9102
0.10117,4.9141
0.093049,4.918
0.084582,4.9219
0.075765,4.9258
0.06659,4.9297
0.05705,4.9336
0.047138,4.9375
0.036847,4.9414
0.026171,4.9453
0.0151,4.9492
0.0036301,4.9531
-0.0082475,4.957
-0.02054,4.9609
-0.033253,4.9648
-0.046396,4.9688
-0.059974,4.9727
-0.073995,4.9766
-0.088466,4.9805
-0.10339,4.9844
-0.11878,4.9883
-0.13465,4.9922
-0.15099,4.9961
-0.16781,5
-0.18513,5.0039
-0.20294,5.0078
-0.22126,5.0117
-0.24009,5.0156
-0.25944,5.0195
-0.27931,5.0234
-0.29972,5.0273
-0.32066,5.0313
-0.34214,5.0352
